Name,Price,Picture link
Classic Fit Plaid Twill Shirt,"€ 139,00",https://www.ralphlauren.eu/pt/en/classic-fit-plaid-twill-shirt-492022.html?cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall&dwvar492022_colorname=4114%20Sunset%20Red%2FWhite
Classic Fit Plaid Poplin Shirt,"€ 119,00",https://www.ralphlauren.eu/pt/en/classic-fit-plaid-poplin-shirt-483632.html?cgid=men-big-tall&dwvar483632_colorname=4036%20Navy%20Multi&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Mesh Polo Shirt,"€ 149,00",https://www.ralphlauren.eu/pt/en/classic-fit-mesh-polo-shirt-492026.html?cgid=men-big-tall&dwvar492026_colorname=College%20Green%20Multi&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Camo Fleece Hoodie,"€ 179,00",https://www.ralphlauren.eu/pt/en/camo-fleece-hoodie-492024.html?cgid=men-big-tall&dwvar492024_colorname=British%20Elmwood%20Camo&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Cotton Letterman Cardigan,"€ 199,00",https://www.ralphlauren.eu/pt/en/cotton-letterman-cardigan-492008.html?cgid=men-big-tall&dwvar492008_colorname=Classic%20Wine%2FNavy&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Double-Knit Full-Zip Hoodie,"€ 149,00",https://www.ralphlauren.eu/pt/en/double-knit-full-zip-hoodie-446986.html?cgid=men-big-tall&dwvar446986_colorname=Classic%20Wine&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Packable Camo Down Jacket,"€ 399,00",https://www.ralphlauren.eu/pt/en/packable-camo-down-jacket-492017.html?cgid=men-big-tall&dwvar492017_colorname=British%20Elmwood%20Camo&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Polo Bear Camo Sweatshirt,"€ 229,00",https://www.ralphlauren.eu/pt/en/polo-bear-camo-sweatshirt-492039.html?dwvar492039_colorname=Camo&cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Suit Bear Fleece Sweatshirt,"€ 179,00",https://www.ralphlauren.eu/pt/en/suit-bear-fleece-sweatshirt-503514.html?cgid=men-big-tall&dwvar503514_colorname=Stadium%20Pepper%20Heather&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Traveller Swim Trunk,"€ 69,00",https://www.ralphlauren.eu/pt/en/traveller-swim-trunk-516498.html?cgid=men-big-tall&dwvar516498_colorname=Baby%20Blue&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Cotton Graphic Tee,"€ 79,00 - € 89,00",https://www.ralphlauren.eu/pt/en/classic-fit-cotton-graphic-tee-492044.html?dwvar492044_colorname=Cruise%20Navy&cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Stretch Classic Fit Short,"€ 109,00",https://www.ralphlauren.eu/pt/en/stretch-classic-fit-short-487159.html?cgid=men-big-tall&dwvar487159_colorname=Nevis%20W%2F%20Varsity%20Emb&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Long-Sleeve Polo,"€ 119,00 - € 129,00",https://www.ralphlauren.eu/pt/en/classic-fit-long-sleeve-polo-492027a1.html?cgid=men-big-tall&dwvar492027a1_colorname=Alpine%20Heather&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Camo Tee,"€ 89,00",https://www.ralphlauren.eu/pt/en/classic-fit-camo-tee-492037.html?cgid=men-big-tall&dwvar492037_colorname=Rl%20Camo%20Charcoal&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Big Pony Sweatshirt,"€ 159,00 - € 169,00",https://www.ralphlauren.eu/pt/en/big-pony-sweatshirt-492042.html?cgid=men-big-tall&dwvar492042_colorname=Aviator%20Navy&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Hampton Straight Jean,"€ 139,00",https://www.ralphlauren.eu/pt/en/hampton-straight-jean-273195.html?cgid=men-big-tall&dwvar273195_colorname=Stanton%20Wash&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Tropical Tee,"€ 99,00",https://www.ralphlauren.eu/pt/en/classic-fit-tropical-tee-509370.html?cgid=men-big-tall&dwvar509370_colorname=Blue%20Hawaiian%20Beach%20Bazaa&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Interlock Polo,"€ 109,00 - € 119,00",https://www.ralphlauren.eu/pt/en/classic-fit-interlock-polo-509369.html?cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall&dwvar509369_colorname=Palm%20Green%20Heather
Polo Shield Baseball Jacket,"€ 349,00",https://www.ralphlauren.eu/pt/en/polo-shield-baseball-jacket-487144.html?cgid=men-big-tall&dwvar487144_colorname=White%20Multi&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Seersucker Shirt,"€ 109,00",https://www.ralphlauren.eu/pt/en/classic-fit-seersucker-shirt-516387.html?cgid=men-big-tall&dwvar516387_colorname=White&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic-Fit Mesh Polo,"€ 99,00",https://www.ralphlauren.eu/pt/en/classic-fit-mesh-polo-1572.html?cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall&dwvar1572_colorname=Black%20Marl%20Heather
Cotton Letterman Jumper,"€ 249,00",https://www.ralphlauren.eu/pt/en/cotton-letterman-jumper-487150.html?cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall&dwvar487150_colorname=Hunter%20Navy%2FForest
Aran-Knit Cotton Jumper,"€ 269,00",https://www.ralphlauren.eu/pt/en/aran-knit-cotton-jumper-492015.html?cgid=men-big-tall&dwvar492015_colorname=Forest%2FGold&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Stretch Classic Fit Chino,"€ 149,00",https://www.ralphlauren.eu/pt/en/stretch-classic-fit-chino-492050.html?cgid=men-big-tall&dwvar492050_colorname=Athletic%20Grey&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Plaid Twill Shirt,"€ 139,00",https://www.ralphlauren.eu/pt/en/classic-fit-plaid-twill-shirt-492021.html?dwvar492021_colorname=4141%20Violet%2FFern%20Multi&cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Camo Packable Down Gilet,"€ 349,00",https://www.ralphlauren.eu/pt/en/camo-packable-down-gilet-492018.html?cgid=men-big-tall&dwvar492018_colorname=British%20Elmwood%20Camo&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Classic Fit Surfboard Shirt,"€ 139,00",https://www.ralphlauren.eu/pt/en/classic-fit-surfboard-shirt-516209.html?cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall&dwvar516209_colorname=4631%20Bsr%20Blue%20Aoe
Cotton Half-Zip Jumper,"€ 169,00",https://www.ralphlauren.eu/pt/en/cotton-half-zip-jumper-509362.html?dwvar509362_colorname=Soft%20Royal%20Heather&cgid=men-big-tall&webcat=MEN%2FClothing%2FBig%20%20%20Tall
Cotton Jersey Hooded Tee,"€ 99,00",https://www.ralphlauren.eu/pt/en/cotton-jersey-hooded-tee-492043.html?cgid=men-big-tall&dwvar492043_colorname=Andover%20Heather&webcat=MEN%2FClothing%2FBig%20%20%20Tall
