Name,Price,Picture link
Indigo Stadium Sweatshirt,"€ 249,00",https://www.ralphlauren.eu/pt/en/indigo-stadium-sweatshirt-489431.html?cgid=men-clothing-hoodies-sweatshirts&dwvar489431_colorname=Indigo%20Multi&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Fleece Graphic Sweatshirt,"€ 149,00",https://www.ralphlauren.eu/pt/en/fleece-graphic-sweatshirt-480611.html?cgid=men-clothing-hoodies-sweatshirts&dwvar480611_colorname=Nevis&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Down-Panelled Baseball Jacket,"€ 269,00",https://www.ralphlauren.eu/pt/en/down-panelled-baseball-jacket-506800.html?cgid=men-clothing-hoodies-sweatshirts&dwvar506800_colorname=Cruise%20Navy&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Pink Pony Fleece Hoodie,"€ 169,00",https://www.ralphlauren.eu/pt/en/pink-pony-fleece-hoodie-504910.html?cgid=men-clothing-hoodies-sweatshirts&dwvar504910_colorname=Andover%20Heather&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Ski Bear Sweatshirt,"€ 199,00",https://www.ralphlauren.eu/pt/en/ski-bear-sweatshirt-490882.html?cgid=men-clothing-hoodies-sweatshirts&dwvar490882_colorname=White%20Multi&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Custom Fit Hooded Popover,"€ 229,00",https://www.ralphlauren.eu/pt/en/custom-fit-hooded-popover-481495.html?dwvar481495_colorname=4188%20Usa%20Colorblock&cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Rugby Player Sweatshirt,"€ 229,00",https://www.ralphlauren.eu/pt/en/rugby-player-sweatshirt-480627.html?cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts&dwvar480627_colorname=Andover%20Heather
Polo Tigers Fleece Hoodie,"€ 189,00",https://www.ralphlauren.eu/pt/en/polo-tigers-fleece-hoodie-506796.html?cgid=men-clothing-hoodies-sweatshirts&dwvar506796_colorname=Cruise%20Navy&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Wimbledon Hooded Pullover,"€ 249,00",https://www.ralphlauren.eu/pt/en/wimbledon-hooded-pullover-474603.html?cgid=men-clothing-hoodies-sweatshirts&dwvar474603_colorname=Multi&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Big Pony Interlock T-Shirt,"€ 199,00",https://www.ralphlauren.eu/pt/en/big-pony-interlock-t-shirt-489426.html?cgid=men-clothing-hoodies-sweatshirts&dwvar489426_colorname=Cruise%20Navy&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
